Precinct Number,Precinct Name,Total Reg Voters,Democratic Reg Voters,Republican Reg Voters,Nonpartisan Reg Voters,Total Ballots Cast,Democratic Ballots Cast,Republican Ballots Cast,Nonpartisan Ballots Cast,Total Voter Turnout (%),Democratic Voter Turnout (%),Republican Voter Turnout (%),Nonpartisan Voter Turnout (%)
888,PITTSBURGH WRD 20 DIST 17,437,290,95,,115,104,11,,26.32,35.86,11.58,
889,PITTSBURGH WRD 20 DIST 18,509,332,130,,143,120,23,,28.09,36.14,17.69,
890,PITTSBURGH WRD 21 DIST 1,488,413,28,,72,69,3,,14.75,16.71,10.71,
891,PITTSBURGH WARD 21 DIST 2,466,400,19,,112,107,5,,24.03,26.75,26.32,
892,PITTSBURGH WARD 21 DIST 3,679,576,33,,178,178,0,,26.22,30.9,0,
893,PITTSBURGH WARD 21 DIST 4,626,485,59,,136,134,2,,21.73,27.63,3.39,
894,PITTSBURGH WARD 22 DIST 1,706,497,102,,144,137,7,,20.4,27.57,6.86,
895,PITTSBURGH WARD 22 DIST 2,667,469,102,,149,145,4,,22.34,30.92,3.92,
896,PITTSBURGH WARD 22 DIST 3,671,499,67,,119,116,3,,17.73,23.25,4.48,
897,PITTSBURGH WARD 22 DIST 4,815,547,124,,46,45,1,,5.64,8.23,0.81,
898,PITTSBURGH WARD 23 DIST 1,1173,702,260,,153,143,10,,13.04,20.37,3.85,
899,PITTSBURGH WARD 23 DIST 2,836,562,136,,123,116,7,,14.71,20.64,5.15,
900,PITTSBURGH WARD 23 DIST 3,395,285,50,,55,49,6,,13.92,17.19,12,
901,PITTSBURGH WARD 24 DIST 1,430,311,65,,78,73,5,,18.14,23.47,7.69,
902,PITTSBURGH WARD 24 DIST 2,439,318,62,,80,77,3,,18.22,24.21,4.84,
903,PITTSBURGH WARD 24 DIST 3,370,280,40,,99,93,6,,26.76,33.21,15,
904,PITTSBURGH WARD 24 DIST 4,607,367,140,,125,112,13,,20.59,30.52,9.29,
905,PITTSBURGH WARD 24 DIST 5,536,362,77,,76,72,4,,14.18,19.89,5.19,
906,PITTSBURGH WARD 24 DIST 6,571,414,85,,131,119,12,,22.94,28.74,14.12,
907,PITTSBURGH WARD 25 DIST 1,466,357,43,,82,79,3,,17.6,22.13,6.98,
908,PITTSBURGH WARD 25 DIST 2,410,333,32,,78,75,3,,19.02,22.52,9.38,
909,PITTSBURGH WARD 25 DIST 3,570,439,57,,103,99,4,,18.07,22.55,7.02,
910,PITTSBURGH WARD 25 DIST 4,363,301,14,,42,40,2,,11.57,13.29,14.29,
911,PITTSBURGH WARD 25 DIST 5,377,289,42,,45,41,4,,11.94,14.19,9.52,
912,PITTSBURGH WARD 25 DIST 6,386,327,16,,49,47,2,,12.69,14.37,12.5,
913,PITTSBURGH WARD 25 DIST 7,421,310,63,,82,73,9,,19.48,23.55,14.29,
914,PITTSBURGH WARD 26 DIST 1,550,469,29,,98,94,4,,17.82,20.04,13.79,
915,PITTSBURGH WARD 26 DIST 2,459,412,19,,46,46,0,,10.02,11.17,0,
916,PITTSBURGH WARD 26 DIST 3,449,358,43,,80,75,5,,17.82,20.95,11.63,
917,PITTSBURGH WARD 26 DIST 4,431,342,38,,69,67,2,,16.01,19.59,5.26,
918,PITTSBURGH WARD 26 DIST 5,499,425,21,,31,31,0,,6.21,7.29,0,
919,PITTSBURGH WARD 26 DIST 6,406,355,14,,37,37,0,,9.11,10.42,0,
920,PITTSBURGH WARD 26 DIST 7,323,274,23,,41,41,0,,12.69,14.96,0,
921,PITTSBURGH WARD 26 DIST 8,641,532,46,,70,65,5,,10.92,12.22,10.87,
922,PITTSBURGH WARD 26 DIST 9,348,257,49,,88,85,3,,25.29,33.07,6.12,
923,PITTSBURGH WRD 26 DIST 10,675,532,71,,123,122,1,,18.22,22.93,1.41,
924,PITTSBURGH WRD 26 DIST 11,742,564,76,,166,155,11,,22.37,27.48,14.47,
925,PITTSBURGH WRD 26 DIST 12,514,364,65,,82,75,7,,15.95,20.6,10.77,
926,PITTSBURGH WRD 26 DIST 13,563,404,89,,108,98,10,,19.18,24.26,11.24,
927,PITTSBURGH WRD 26 DIST 14,599,429,124,,151,133,18,,25.21,31,14.52,
928,PITTSBURGH WRD 26 DIST 15,501,312,121,,92,82,10,,18.36,26.28,8.26,
929,PITTSBURGH WRD 26 DIST 16,722,527,105,,132,124,8,,18.28,23.53,7.62,
930,PITTSBURGH WRD 26 DIST 17,206,134,42,,30,28,2,,14.56,20.9,4.76,
931,PITTSBURGH WARD 27 DIST 1,771,533,150,,191,170,21,,24.77,31.89,14,
932,PITTSBURGH WARD 27 DIST 2,682,462,137,,161,146,15,,23.61,31.6,10.95,
933,PITTSBURGH WARD 27 DIST 3,573,395,102,,106,96,10,,18.5,24.3,9.8,
934,PITTSBURGH WARD 27 DIST 4,744,504,147,,132,109,23,,17.74,21.63,15.65,
935,PITTSBURGH WARD 27 DIST 5,706,501,124,,188,179,9,,26.63,35.73,7.26,
936,PITTSBURGH WARD 27 DIST 6,749,548,103,,112,101,11,,14.95,18.43,10.68,
937,PITTSBURGH WARD 27 DIST 7,605,418,101,,166,158,8,,27.44,37.8,7.92,
938,PITTSBURGH WARD 27 DIST 8,600,425,103,,125,113,12,,20.83,26.59,11.65,
939,PITTSBURGH WARD 27 DIST 9,603,459,62,,98,94,4,,16.25,20.48,6.45,
940,PITTSBURGH WRD 27 DIST 10,638,506,58,,99,92,7,,15.52,18.18,12.07,
941,PITTSBURGH WRD 27 DIST 11,643,489,67,,76,71,5,,11.82,14.52,7.46,
942,PITTSBURGH WRD 27 DIST 12,535,412,59,,80,74,6,,14.95,17.96,10.17,
943,PITTSBURGH WRD 27 DIST 13,561,446,51,,76,69,7,,13.55,15.47,13.73,
944,PITTSBURGH WARD 28 DIST 1,683,417,169,,120,104,16,,17.57,24.94,9.47,
945,PITTSBURGH WARD 28 DIST 2,539,346,98,,108,94,14,,20.04,27.17,14.29,
946,PITTSBURGH WARD 28 DIST 3,866,530,210,,187,167,20,,21.59,31.51,9.52,
947,PITTSBURGH WARD 28 DIST 4,651,453,142,,142,124,18,,21.81,27.37,12.68,
948,PITTSBURGH WARD 28 DIST 5,672,440,138,,111,102,9,,16.52,23.18,6.52,
949,PITTSBURGH WARD 28 DIST 6,584,399,114,,139,127,12,,23.8,31.83,10.53,
950,PITTSBURGH WARD 28 DIST 7,685,520,72,,70,62,8,,10.22,11.92,11.11,
951,PITTSBURGH WARD 28 DIST 8,844,576,168,,174,157,17,,20.62,27.26,10.12,
952,PITTSBURGH WARD 28 DIST 9,606,490,72,,118,112,6,,19.47,22.86,8.33,
953,PITTSBURGH WRD 28 DIST 10,521,312,106,,46,44,2,,8.83,14.1,1.89,
954,PITTSBURGH WRD 28 DIST 11,141,116,10,,24,21,3,,17.02,18.1,30,
955,PITTSBURGH WARD 29 DIST 1,613,426,106,,104,85,19,,16.97,19.95,17.92,
956,PITTSBURGH WARD 29 DIST 2,543,357,98,,122,107,15,,22.47,29.97,15.31,
957,PITTSBURGH WARD 29 DIST 3,472,334,86,,105,96,9,,22.25,28.74,10.47,
958,PITTSBURGH WARD 29 DIST 4,549,362,107,,82,76,6,,14.94,20.99,5.61,
959,PITTSBURGH WARD 29 DIST 5,561,385,94,,108,100,8,,19.25,25.97,8.51,
960,PITTSBURGH WARD 29 DIST 6,590,380,141,,120,110,10,,20.34,28.95,7.09,
961,PITTSBURGH WARD 29 DIST 7,610,410,123,,111,102,9,,18.2,24.88,7.32,
962,PITTSBURGH WARD 29 DIST 8,547,351,95,,55,50,5,,10.05,14.25,5.26,
963,PITTSBURGH WARD 29 DIST 9,458,317,68,,76,73,3,,16.59,23.03,4.41,
964,PITTSBURGH WRD 29 DIST 10,523,370,93,,131,121,10,,25.05,32.7,10.75,
965,PITTSBURGH WRD 29 DIST 11,635,440,113,,137,128,9,,21.57,29.09,7.96,
966,PITTSBURGH WRD 29 DIST 12,564,378,103,,78,69,9,,13.83,18.25,8.74,
967,PITTSBURGH WARD 30 DIST 1,426,350,29,,62,59,3,,14.55,16.86,10.34,
968,PITTSBURGH WARD 30 DIST 2,419,343,25,,73,71,2,,17.42,20.7,8,
969,PITTSBURGH WARD 30 DIST 3,377,302,35,,32,30,2,,8.49,9.93,5.71,
970,PITTSBURGH WARD 30 DIST 4,631,486,58,,66,65,1,,10.46,13.37,1.72,
971,PITTSBURGH WARD 30 DIST 5,673,509,75,,61,53,8,,9.06,10.41,10.67,
972,PITTSBURGH WARD 31 DIST 1,235,156,48,,34,31,3,,14.47,19.87,6.25,
973,PITTSBURGH WARD 31 DIST 2,421,289,100,,103,88,15,,24.47,30.45,15,
974,PITTSBURGH WARD 31 DIST 3,572,360,137,,103,90,13,,18.01,25,9.49,
975,PITTSBURGH WARD 31 DIST 4,569,365,140,,85,70,15,,14.94,19.18,10.71,
976,PITTSBURGH WARD 31 DIST 5,687,456,166,,156,136,20,,22.71,29.82,12.05,
977,PITTSBURGH WARD 31 DIST 6,551,327,173,,87,66,21,,15.79,20.18,12.14,
978,PITTSBURGH WARD 31 DIST 7,133,111,11,,40,39,1,,30.08,35.14,9.09,
979,PITTSBURGH WARD 32 DIST 1,506,294,141,,86,71,15,,17,24.15,10.64,
980,PITTSBURGH WARD 32 DIST 2,630,401,139,,98,86,12,,15.56,21.45,8.63,
981,PITTSBURGH WARD 32 DIST 3,516,353,104,,106,101,5,,20.54,28.61,4.81,
982,PITTSBURGH WARD 32 DIST 4,361,245,72,,54,48,6,,14.96,19.59,8.33,
983,PITTSBURGH WARD 32 DIST 5,572,380,120,,140,127,13,,24.48,33.42,10.83,
984,PITTSBURGH WARD 32 DIST 6,611,397,152,,134,117,17,,21.93,29.47,11.18,
985,PITTSBURGH WARD 32 DIST 7,519,341,114,,128,115,13,,24.66,33.72,11.4,
986,PITTSBURGH WARD 32 DIST 8,649,401,170,,159,141,18,,24.5,35.16,10.59,
987,PLEASANT HL DIST 1,710,344,268,,121,67,54,,17.04,19.48,20.15,
988,PLEASANT HL DIST 2,539,260,200,,113,66,47,,20.96,25.38,23.5,
989,PLEASANT HL DIST 3,546,270,209,,140,83,57,,25.64,30.74,27.27,
990,PLEASANT HL DIST 4,515,277,171,,100,67,33,,19.42,24.19,19.3,
991,PLEASANT HL DIST 5,747,426,246,,144,92,52,,19.28,21.6,21.14,
992,PLEASANT HL DIST 6,918,438,387,,227,137,90,,24.73,31.28,23.26,
993,PLEASANT HL DIST 7,503,239,201,,135,74,61,,26.84,30.96,30.35,
994,PLEASANT HL DIST 8,513,232,235,,113,55,58,,22.03,23.71,24.68,
995,PLEASANT HL DIST 9,639,294,271,,158,98,60,,24.73,33.33,22.14,
996,PLEASANT HL DIST 10,530,239,225,,113,52,61,,21.32,21.76,27.11,
997,PLUM DIST 1,1766,776,761,,227,129,98,,12.85,16.62,12.88,
998,PLUM DIST 2,589,286,219,,101,66,35,,17.15,23.08,15.98,
999,PLUM DIST 3,963,402,480,,242,105,137,,25.13,26.12,28.54,
1000,PLUM DIST 4,821,387,347,,140,78,62,,17.05,20.16,17.87,
1001,PLUM DIST 5,892,478,305,,155,96,59,,17.38,20.08,19.34,
1002,PLUM DIST 6,1237,577,513,,207,112,95,,16.73,19.41,18.52,
1003,PLUM DIST 7,1240,621,479,,198,117,81,,15.97,18.84,16.91,
1004,PLUM DIST 8,585,290,227,,106,66,40,,18.12,22.76,17.62,
1005,PLUM DIST 9,1095,557,444,,221,125,96,,20.18,22.44,21.62,
1006,PLUM DIST 10,589,251,238,,89,50,39,,15.11,19.92,16.39,
1007,PLUM DIST 11,790,404,288,,150,96,54,,18.99,23.76,18.75,
1008,PLUM DIST 12,1075,539,400,,203,114,89,,18.88,21.15,22.25,
1009,PLUM DIST 13,570,259,239,,112,59,53,,19.65,22.78,22.18,
1010,PLUM DIST 14,744,355,283,,98,59,39,,13.17,16.62,13.78,
1011,PLUM DIST 15,797,345,310,,84,42,42,,10.54,12.17,13.55,
1012,PLUM DIST 16,571,263,244,,98,60,38,,17.16,22.81,15.57,
1013,PLUM DIST 17,703,388,225,,136,80,56,,19.35,20.62,24.89,
1014,PLUM DIST 18,834,408,326,,164,98,66,,19.66,24.02,20.25,
1015,PLUM DIST 19,1865,843,797,,308,161,147,,16.51,19.1,18.44,
1016,PLUM DIST 20,788,383,305,,127,65,62,,16.12,16.97,20.33,
1017,PLUM DIST 21,414,186,178,,51,30,21,,12.32,16.13,11.8,
1018,PORT VUE DIST 1,589,373,147,,110,83,27,,18.68,22.25,18.37,
1019,PORT VUE DIST 2,542,321,162,,94,70,24,,17.34,21.81,14.81,
1020,PORT VUE DIST 3,553,365,146,,151,120,31,,27.31,32.88,21.23,
1021,PORT VUE DIST 4,689,402,214,,144,108,36,,20.9,26.87,16.82,
1022,RANKIN WARD 1,361,312,13,,63,60,3,,17.45,19.23,23.08,
1023,RANKIN WARD 2,420,360,23,,73,71,2,,17.38,19.72,8.7,
1024,RANKIN WARD 3,611,513,34,,75,73,2,,12.27,14.23,5.88,
1025,RESERVE WARD 1,523,341,119,,92,74,18,,17.59,21.7,15.13,
1026,RESERVE WARD 2,567,331,151,,98,76,22,,17.28,22.96,14.57,
1027,RESERVE WARD 3,525,308,131,,77,63,14,,14.67,20.45,10.69,
1028,RESERVE WARD 4,855,488,254,,120,94,26,,14.04,19.26,10.24,
1029,RICHLAND DIST 1,1059,378,515,,114,64,50,,10.76,16.93,9.71,
1030,RICHLAND DIST 2,1133,438,524,,120,67,53,,10.59,15.3,10.11,
1031,RICHLAND DIST 3,1143,443,544,,109,63,46,,9.54,14.22,8.46,
1032,RICHLAND DIST 4,1123,392,570,,141,61,80,,12.56,15.56,14.04,
1033,RICHLAND DIST 5,1006,327,523,,143,59,84,,14.21,18.04,16.06,
1034,RICHLAND DIST 6,1062,383,550,,132,59,73,,12.43,15.4,13.27,
1035,RICHLAND DIST 7,1099,405,509,,131,74,57,,11.92,18.27,11.2,
1036,RICHLAND DIST 8,938,358,488,,119,62,57,,12.69,17.32,11.68,
1037,ROBINSON DIST 1,1586,766,655,,231,143,88,,14.56,18.67,13.44,
1038,ROBINSON DIST 2,966,533,326,,140,102,38,,14.49,19.14,11.66,
1039,ROBINSON DIST 3,675,410,198,,123,91,32,,18.22,22.2,16.16,
1040,ROBINSON DIST 4,685,402,196,,64,56,8,,9.34,13.93,4.08,
1041,ROBINSON DIST 5,603,408,154,,137,112,25,,22.72,27.45,16.23,
1042,ROBINSON DIST 6,877,441,283,,116,74,42,,13.23,16.78,14.84,
1043,ROBINSON DIST 7,1380,700,554,,218,153,65,,15.8,21.86,11.73,
1044,ROBINSON DIST 8,1432,706,519,,146,110,36,,10.2,15.58,6.94,
1045,ROBINSON DIST 9,2436,1209,893,,332,243,89,,13.63,20.1,9.97,
1046,ROSS WARD 1 DIST 1,726,338,297,,156,102,54,,21.49,30.18,18.18,
1047,ROSS WARD 1 DIST 2,620,315,227,,92,60,32,,14.84,19.05,14.1,
1048,ROSS WARD 1 DIST 3,494,280,151,,59,46,13,,11.94,16.43,8.61,
1049,ROSS WARD 1 DIST 4,829,372,338,,173,102,71,,20.87,27.42,21.01,
1050,ROSS WARD 2 DIST 1,1165,543,435,,194,112,82,,16.65,20.63,18.85,
1051,ROSS WARD 2 DIST 2,939,438,399,,215,116,99,,22.9,26.48,24.81,
1052,ROSS WARD 2 DIST 3,712,330,290,,162,104,58,,22.75,31.52,20,
1053,ROSS WARD 3 DIST 1,665,311,259,,107,71,36,,16.09,22.83,13.9,
1054,ROSS WARD 3 DIST 2,674,319,244,,121,73,48,,17.95,22.88,19.67,
1055,ROSS WARD 3 DIST 3,526,268,180,,74,51,23,,14.07,19.03,12.78,
1056,ROSS WARD 3 DIST 4,684,338,257,,126,86,40,,18.42,25.44,15.56,
1057,ROSS WARD 4 DIST 1,875,418,342,,192,137,55,,21.94,32.78,16.08,
1058,ROSS WARD 4 DIST 2,615,292,243,,130,87,43,,21.14,29.79,17.7,
1059,ROSS WARD 4 DIST 3,728,318,324,,180,112,68,,24.73,35.22,20.99,
1060,ROSS WARD 4 DIST 4,700,299,304,,169,118,51,,24.14,39.46,16.78,
1061,ROSS WARD 5 DIST 1,597,242,282,,107,50,57,,17.92,20.66,20.21,
1062,ROSS WARD 5 DIST 2,404,203,145,,65,41,24,,16.09,20.2,16.55,
1063,ROSS WARD 5 DIST 3,812,415,312,,147,92,55,,18.1,22.17,17.63,
1064,ROSS WARD 5 DIST 4,739,367,285,,134,82,52,,18.13,22.34,18.25,
1065,ROSS WARD 6 DIST 1,505,280,155,,144,101,43,,28.51,36.07,27.74,
1066,ROSS WARD 6 DIST 2,962,520,288,,177,126,51,,18.4,24.23,17.71,
1067,ROSS WARD 6 DIST 3,648,351,203,,128,85,43,,19.75,24.22,21.18,
1068,ROSS WARD 6 DIST 4,587,358,172,,147,114,33,,25.04,31.84,19.19,
1069,ROSS WARD 7 DIST 1,605,293,223,,90,65,25,,14.88,22.18,11.21,
1070,ROSS WARD 7 DIST 2,554,290,177,,55,38,17,,9.93,13.1,9.6,
1071,ROSS WARD 7 DIST 3,706,412,223,,138,93,45,,19.55,22.57,20.18,
1072,ROSS WARD 7 DIST 4,588,304,194,,88,65,23,,14.97,21.38,11.86,
1073,ROSS WARD 8 DIST 1,1582,838,526,,241,156,85,,15.23,18.62,16.16,
1074,ROSS WARD 8 DIST 2,533,280,174,,127,87,40,,23.83,31.07,22.99,
1075,ROSS WARD 8 DIST 3,544,292,180,,135,88,47,,24.82,30.14,26.11,
1076,ROSS WARD 9 DIST 1,787,355,341,,154,87,67,,19.57,24.51,19.65,
1077,ROSS WARD 9 DIST 2,941,439,372,,151,86,65,,16.05,19.59,17.47,
1078,ROSS WARD 9 DIST 3,828,398,333,,209,132,77,,25.24,33.17,23.12,
1079,ROSSLYN FARM,374,149,180,,148,69,79,,39.57,46.31,43.89,
1080,SCOTT WARD 1 DIST 1,575,353,137,,62,50,12,,10.78,14.16,8.76,
1081,SCOTT WARD 1 DIST 2,654,398,150,,68,49,19,,10.4,12.31,12.67,
1082,SCOTT WARD 2 DIST 1,501,293,144,,126,94,32,,25.15,32.08,22.22,
1083,SCOTT WARD 2 DIST 2,671,422,188,,240,186,54,,35.77,44.08,28.72,
1084,SCOTT WARD 3 DIST 1,500,274,168,,57,39,18,,11.4,14.23,10.71,
1085,SCOTT WARD 3 DIST 2,722,395,253,,132,93,39,,18.28,23.54,15.42,
1086,SCOTT WARD 4 DIST 1,770,404,275,,164,99,65,,21.3,24.5,23.64,
1087,SCOTT WARD 4 DIST 2,613,356,174,,108,85,23,,17.62,23.88,13.22,
1088,SCOTT WARD 5 DIST 1,598,347,176,,78,55,23,,13.04,15.85,13.07,
1089,SCOTT WARD 5 DIST 2,738,417,231,,118,89,29,,15.99,21.34,12.55,
1090,SCOTT WARD 6 DIST 1,697,395,202,,86,54,32,,12.34,13.67,15.84,
1091,SCOTT WARD 6 DIST 2,782,445,242,,153,105,48,,19.57,23.6,19.83,
1092,SCOTT WARD 7 DIST 1,895,457,317,,124,80,44,,13.85,17.51,13.88,
1093,SCOTT WARD 7 DIST 2,632,340,211,,107,79,28,,16.93,23.24,13.27,
1094,SCOTT WARD 8 DIST 1,522,273,182,,92,54,38,,17.62,19.78,20.88,
1095,SCOTT WARD 8 DIST 2,1021,437,479,,158,79,79,,15.48,18.08,16.49,
1096,SCOTT WARD 9 DIST 1,305,175,79,,30,23,7,,9.84,13.14,8.86,
1097,SCOTT WARD 9 DIST 2,338,200,82,,69,58,11,,20.41,29,13.41,
1098,SEWICKLEY WARD 1,945,421,366,,178,112,66,,18.84,26.6,18.03,
1099,SEWICKLEY WARD 2 DIST 1,502,189,229,,91,49,42,,18.13,25.93,18.34,
1100,SEWICKLEY WARD 2 DIST 2,609,225,285,,135,63,72,,22.17,28,25.26,
1101,SEWICKLEY WARD 3,1017,478,377,,134,84,50,,13.18,17.57,13.26,
1102,SEWICKLEY HTS,763,192,455,,99,33,66,,12.98,17.19,14.51,
1103,SEWICKLEY HILLS,524,187,253,,115,57,58,,21.95,30.48,22.92,
1104,SHALER WARD 1 DIST 1,487,280,152,,96,59,37,,19.71,21.07,24.34,
1105,SHALER WARD 1 DIST 2,503,286,158,,57,39,18,,11.33,13.64,11.39,
1106,SHALER WARD 1 DIST 3,594,317,188,,86,59,27,,14.48,18.61,14.36,
1107,SHALER WARD 1 DIST 4,586,346,163,,123,94,29,,20.99,27.17,17.79,
1108,SHALER WARD 1 DIST 5,653,372,188,,75,57,18,,11.49,15.32,9.57,
1109,SHALER WARD 2 DIST 1,1044,533,384,,197,124,73,,18.87,23.26,19.01,
1110,SHALER WARD 2 DIST 2,746,370,297,,128,77,51,,17.16,20.81,17.17,
1111,SHALER WARD 2 DIST 3,589,335,173,,96,72,24,,16.3,21.49,13.87,
1112,SHALER WARD 2 DIST 4,751,375,272,,166,103,63,,22.1,27.47,23.16,
1113,SHALER WARD 2 DIST 5,366,198,117,,64,40,24,,17.49,20.2,20.51,
1114,SHALER WARD 3 DIST 1,590,297,235,,85,51,34,,14.41,17.17,14.47,
1115,SHALER WARD 3 DIST 2,600,306,229,,98,60,38,,16.33,19.61,16.59,
1116,SHALER WARD 3 DIST 3,587,264,246,,74,46,28,,12.61,17.42,11.38,
1117,SHALER WARD 3 DIST 4,709,360,281,,105,67,38,,14.81,18.61,13.52,
1118,SHALER WARD 3 DIST 5,674,300,308,,108,63,45,,16.02,21,14.61,
1119,SHALER WARD 4 DIST 1,819,382,326,,147,90,57,,17.95,23.56,17.48,
1120,SHALER WARD 4 DIST 2,467,231,174,,66,41,25,,14.13,17.75,14.37,
1121,SHALER WARD 4 DIST 3,652,297,263,,134,70,64,,20.55,23.57,24.33,
1122,SHALER WARD 4 DIST 4,655,284,296,,119,61,58,,18.17,21.48,19.59,
1123,SHALER WARD 4 DIST 5,527,270,187,,85,46,39,,16.13,17.04,20.86,
1124,SHALER WARD 5 DIST 1,710,314,307,,92,51,41,,12.96,16.24,13.36,
1125,SHALER WARD 5 DIST 2,670,321,263,,174,103,71,,25.97,32.09,27,
1126,SHALER WARD 5 DIST 3,527,258,209,,106,64,42,,20.11,24.81,20.1,
1127,SHALER WARD 5 DIST 4,348,162,147,,61,31,30,,17.53,19.14,20.41,
1128,SHALER WARD 5 DIST 5,754,357,287,,105,70,35,,13.93,19.61,12.2,
1129,SHALER WARD 6 DIST 1,627,333,234,,98,72,26,,15.63,21.62,11.11,
1130,SHALER WARD 6 DIST 2,681,351,237,,119,81,38,,17.47,23.08,16.03,
1131,SHALER WARD 6 DIST 3,538,249,227,,87,48,39,,16.17,19.28,17.18,
1132,SHALER WARD 6 DIST 4,331,198,104,,70,52,18,,21.15,26.26,17.31,
1133,SHALER WARD 6 DIST 5,550,274,229,,106,71,35,,19.27,25.91,15.28,
1134,SHALER WARD 7 DIST 1,587,327,190,,84,59,25,,14.31,18.04,13.16,
1135,SHALER WARD 7 DIST 2,788,409,291,,114,69,45,,14.47,16.87,15.46,
1136,SHALER WARD 7 DIST 3,638,326,225,,84,50,34,,13.17,15.34,15.11,
1137,SHALER WARD 7 DIST 4,1011,545,345,,123,89,34,,12.17,16.33,9.86,
1138,SHARPSBURG DIST 1,586,413,88,,134,118,16,,22.87,28.57,18.18,
1139,SHARPSBURG DIST 2,790,556,111,,167,149,18,,21.14,26.8,16.22,
1140,SHARPSBURG DIST 3,860,556,193,,167,138,29,,19.42,24.82,15.03,
1141,S FAYETTE DIST 1,558,272,214,,93,65,28,,16.67,23.9,13.08,
1142,S FAYETTE DIST 2,1077,459,488,,109,66,43,,10.12,14.38,8.81,
1143,S FAYETTE DIST 3,1450,636,574,,157,100,57,,10.83,15.72,9.93,
1144,S FAYETTE DIST 4,854,401,342,,89,53,36,,10.42,13.22,10.53,
1145,S FAYETTE DIST 5,842,395,333,,90,55,35,,10.69,13.92,10.51,
1146,S FAYETTE DIST 6,1201,532,492,,108,73,35,,8.99,13.72,7.11,
1147,S FAYETTE DIST 7,634,323,238,,78,55,23,,12.3,17.03,9.66,
1148,S FAYETTE DIST 8,1489,541,733,,161,96,65,,10.81,17.74,8.87,
1149,S FAYETTE DIST 9,635,277,278,,55,35,20,,8.66,12.64,7.19,
1150,S FAYETTE DIST 10,778,387,273,,92,64,28,,11.83,16.54,10.26,
1151,S FAYETTE DIST 11,922,434,369,,118,79,39,,12.8,18.2,10.57,
1152,S FAYETTE DIST 12,478,243,173,,57,40,17,,11.92,16.46,9.83,
1153,SOUTH PARK DIST 1,722,329,309,,95,51,44,,13.16,15.5,14.24,
1154,SOUTH PARK DIST 2,761,388,285,,108,68,40,,14.19,17.53,14.04,
1155,SOUTH PARK DIST 3,614,308,223,,78,48,30,,12.7,15.58,13.45,
1156,SOUTH PARK DIST 4,466,276,139,,51,39,12,,10.94,14.13,8.63,
1157,SOUTH PARK DIST 5,753,419,259,,132,98,34,,17.53,23.39,13.13,
1158,SOUTH PARK DIST 6,855,435,318,,133,82,51,,15.56,18.85,16.04,
1159,SOUTH PARK DIST 7,1108,625,366,,173,122,51,,15.61,19.52,13.93,
1160,SOUTH PARK DIST 8,521,279,180,,92,57,35,,17.66,20.43,19.44,
1161,SOUTH PARK DIST 9,807,382,329,,124,68,56,,15.37,17.8,17.02,
1162,SOUTH PARK DIST 10,843,436,309,,135,91,44,,16.01,20.87,14.24,
1163,SOUTH PARK DIST 11,595,314,203,,69,48,21,,11.6,15.29,10.34,
1164,SOUTH PARK DIST 12,569,299,206,,67,48,19,,11.78,16.05,9.22,
1165,SOUTH PARK DIST 13,1019,455,434,,121,73,48,,11.87,16.04,11.06,
1166,S VERSAILLES,211,100,86,,53,34,19,,25.12,34,22.09,
1167,SPRINGDAL BR DIST 1,712,393,217,,207,160,47,,29.07,40.71,21.66,
1168,SPRINGDAL BR DIST 2,588,322,209,,198,125,73,,33.67,38.82,34.93,
1169,SPRINGDAL BR DIST 3,522,305,154,,164,117,47,,31.42,38.36,30.52,
1170,SPRINGDAL BR DIST 4,437,257,127,,131,104,27,,29.98,40.47,21.26,
1171,SPRINGDALE TWP,1159,656,391,,306,204,102,,26.4,31.1,26.09,
1172,STOWE WARD 1,413,313,50,,96,84,12,,23.24,26.84,24,
1173,STOWE WARD 2 DIST 1,181,122,31,,30,23,7,,16.57,18.85,22.58,
1174,STOWE WARD 2 DIST 2,709,541,90,,148,124,24,,20.87,22.92,26.67,
1175,STOWE WARD 3,396,288,63,,74,62,12,,18.69,21.53,19.05,
1176,STOWE WARD 4 DIST 1,370,281,55,,97,88,9,,26.22,31.32,16.36,
1177,STOWE WARD 4 DIST 2,366,270,58,,149,132,17,,40.71,48.89,29.31,
1178,STOWE WARD 5,507,365,88,,90,82,8,,17.75,22.47,9.09,
1179,STOWE WARD 6,466,357,59,,78,63,15,,16.74,17.65,25.42,
1180,STOWE WARD 7,292,237,35,,32,23,9,,10.96,9.7,25.71,
1181,STOWE WARD 8,446,344,51,,55,47,8,,12.33,13.66,15.69,
1182,STOWE WARD 9,330,261,31,,45,41,4,,13.64,15.71,12.9,
1183,SWISSVALE DIST 1,925,729,87,,108,99,9,,11.68,13.58,10.34,
1184,SWISSVALE DIST 2,761,583,73,,99,89,10,,13.01,15.27,13.7,
1185,SWISSVALE DIST 3,697,524,80,,92,84,8,,13.2,16.03,10,
1186,SWISSVALE DIST 4,644,438,104,,98,87,11,,15.22,19.86,10.58,
1187,SWISSVALE DIST 5,758,546,100,,124,111,13,,16.36,20.33,13,
1188,SWISSVALE DIST 6,408,312,46,,50,45,5,,12.25,14.42,10.87,
1189,SWISSVALE DIST 7,670,486,92,,166,148,18,,24.78,30.45,19.57,
1190,SWISSVALE DIST 8,736,490,139,,124,111,13,,16.85,22.65,9.35,
